"region","Crash.ID","State","Month","Year","Dayweek","Time","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.Remoteness.Areas","SA4.Name.2016","National.LGA.Name.2017","National.Road.Type","Christmas.Period","Easter.Period","Age.Group","Day.of.week","Time.of.day","city","lat","long","latc","longc","initialZoom"
"Northern Territory",20187003,"NT","Jan",2018,"Wednesday","21:50","Pedestrian","No","No","No","60","Pedestrian","Male",23,"Remote Australia","Northern Territory - Outback","Alice Springs (T)","Sub-arterial Road","No","No","17_to_25","Weekday","Night","Alice Springs",-23.702291,133.86314,-19.491411,132.550964,5
"Northern Territory",20187020,"NT","Oct",2018,"Thursday","21:30","Single","No","No","No","110","Passenger","Male",45,"Remote Australia","Northern Territory - Outback","West Arnhem (R)","Arterial Road","No","No","40_to_64","Weekday","Night","West Arnhem",133.6471255,133.6471255,-19.491411,132.550964,5
"Northern Territory",20187039,"NT","Jun",2018,"Thursday","4:00","Single","No","No","No","110","Driver","Male",33,"Remote Australia","Northern Territory - Outback","West Arnhem (R)","Arterial Road","No","No","26_to_39","Weekday","Night","West Arnhem",133.6471255,133.6471255,-19.491411,132.550964,5
"Northern Territory",20187029,"NT","Feb",2018,"Saturday","15:20","Single","No","No","No","50","Motorcycle rider","Male",34,"Outer Regional Australia","Darwin","Palmerston (C)","Sub-arterial Road","No","No","26_to_39","Weekend","Day","Palmerston",-12.475071,130.974879,-19.491411,132.550964,5
"Northern Territory",20157010,"NT","May",2015,"Wednesday","19:25","Pedestrian","No","No","No","100","Pedestrian","Female",36,"Outer Regional Australia","Darwin","Palmerston (C)","Arterial Road","No","No","26_to_39","Weekday","Night","Palmerston",-12.475071,130.974879,-19.491411,132.550964,5
"Northern Territory",20177026,"NT","Apr",2017,"Thursday","19:35","Pedestrian","No","No","No","80","Pedestrian","Male",47,"Outer Regional Australia","Darwin","Palmerston (C)","Arterial Road","No","Yes","40_to_64","Weekday","Night","Palmerston",-12.475071,130.974879,-19.491411,132.550964,5
"Northern Territory",20167021,"NT","Apr",2016,"Saturday","2:30","Single","No","No","No","60","Motorcycle rider","Male",43,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","No","No","40_to_64","Weekend","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20187038,"NT","Jun",2018,"Wednesday","18:06","Pedestrian","No","No","No","70","Pedestrian","Female",59,"Remote Australia","Northern Territory - Outback","Alice Springs (T)","Arterial Road","No","No","40_to_64","Weekday","Night","Alice Springs",-23.702291,133.86314,-19.491411,132.550964,5
"Northern Territory",20157021,"NT","Sep",2015,"Saturday","5:07","Single","No","No","No","70","Driver","Male",26,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","No","No","26_to_39","Weekend","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20187023,"NT","Dec",2018,"Sunday","22:14","Single","No","No","No","60","Passenger","Female",25,"Very Remote Australia","Northern Territory - Outback","East Arnhem (R)","Sub-arterial Road","Yes","No","17_to_25","Weekend","Night","East Arnhem",136.4330338,136.4330338,-19.491411,132.550964,5
"Northern Territory",20197020,"NT","Feb",2019,"Friday","20:20","Pedestrian","No","No","No","80","Pedestrian","Male",35,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","No","No","26_to_39","Weekend","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20187032,"NT","Nov",2018,"Monday","5:00","Single","No","No","No","110","Motorcycle rider","Male",42,"Remote Australia","Northern Territory - Outback","Katherine (T)","National or State Highway","No","No","40_to_64","Weekend","Night","Katherine",-14.195911,132.365352,-19.491411,132.550964,5
"Northern Territory",20167030,"NT","Apr",2016,"Thursday","18:25","Multiple","No","No","No","80","Driver","Male",68,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","No","No","65_to_74","Weekday","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20167014,"NT","Dec",2016,"Saturday","21:50","Pedestrian","No","No","No","60","Pedestrian","Male",46,"Outer Regional Australia","Darwin","Darwin (C)","Collector Road","Yes","No","40_to_64","Weekend","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20157018,"NT","Jul",2015,"Thursday","1:15","Single","No","No","No","60","Other/-9","Male",35,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","No","No","26_to_39","Weekday","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20187020,"NT","Oct",2018,"Thursday","21:30","Single","No","No","No","110","Driver","Male",46,"Remote Australia","Northern Territory - Outback","West Arnhem (R)","Arterial Road","No","No","40_to_64","Weekday","Night","West Arnhem",133.6471255,133.6471255,-19.491411,132.550964,5
"Northern Territory",20157011,"NT","Dec",2015,"Thursday","22:30","Pedestrian","No","No","No","80","Pedestrian","Male",37,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","Yes","No","26_to_39","Weekday","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20157041,"NT","May",2015,"Monday","22:30","Pedestrian","No","No","No","60","Pedestrian","Female",41,"Outer Regional Australia","Darwin","Palmerston (C)","Sub-arterial Road","No","No","40_to_64","Weekday","Night","Palmerston",-12.475071,130.974879,-19.491411,132.550964,5
"Northern Territory",20197015,"NT","Jul",2019,"Tuesday","16:21","Single","No","No","No","50","Motorcycle rider","Male",52,"Outer Regional Australia","Darwin","Palmerston (C)","Local Road","No","No","40_to_64","Weekday","Day","Palmerston",-12.475071,130.974879,-19.491411,132.550964,5
"Northern Territory",20187011,"NT","Dec",2018,"Thursday","18:30","Single","No","No","No","100","Passenger","Female",29,"Very Remote Australia","Northern Territory - Outback","East Arnhem (R)","Arterial Road","No","No","26_to_39","Weekday","Night","East Arnhem",136.4330338,136.4330338,-19.491411,132.550964,5
"Northern Territory",20157023,"NT","Oct",2015,"Saturday","15:45","Single","No","No","No","110","Passenger","Male",32,"Remote Australia","Northern Territory - Outback","Katherine (T)","National or State Highway","No","No","26_to_39","Weekend","Day","Katherine",-14.195911,132.365352,-19.491411,132.550964,5
"Northern Territory",20157029,"NT","Jun",2015,"Tuesday","12:06","Single","No","No","No","70","Driver","Male",20,"Outer Regional Australia","Darwin","Darwin (C)","Arterial Road","No","No","17_to_25","Weekday","Day","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20177007,"NT","Dec",2017,"Friday","19:30","Single","No","No","No","110","Passenger","Female",60,"Very Remote Australia","Northern Territory - Outback","East Arnhem (R)","Access road","No","No","40_to_64","Weekend","Night","East Arnhem",136.4330338,136.4330338,-19.491411,132.550964,5
"Northern Territory",20157007,"NT","Mar",2015,"Tuesday","20:10","Pedestrian","No","No","No","20","Pedestrian","Male",37,"Outer Regional Australia","Darwin","Darwin (C)","Local Road","No","No","26_to_39","Weekday","Night","Darwin",-12.458684,130.83668,-19.491411,132.550964,5
"Northern Territory",20157002,"NT","Jul",2015,"Thursday","4:40","Pedestrian","No","No","No","60","Pedestrian","Male",35,"Remote Australia","Northern Territory - Outback","Alice Springs (T)","Local Road","No","No","26_to_39","Weekday","Night","Alice Springs",-23.702291,133.86314,-19.491411,132.550964,5
"Northern Territory",20177007,"NT","Dec",2017,"Friday","19:30","Single","No","No","No","110","Passenger","Male",29,"Very Remote Australia","Northern Territory - Outback","East Arnhem (R)","Access road","No","No","26_to_39","Weekend","Night","East Arnhem",136.4330338,136.4330338,-19.491411,132.550964,5
"Queensland",20193122,"Qld","Aug",2019,"Saturday","13:00","Multiple","No","Yes","No","80","Driver","Male",34,"Major Cities of Australia","Brisbane - North","Brisbane (C)","Sub-arterial Road","No","No","26_to_39","Weekend","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20183052,"Qld","Jun",2018,"Friday","23:00","Single","No","No","No","70","Driver","Male",24,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Collector Road","No","No","17_to_25","Weekend","Night","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20193012,"Qld","Sep",2019,"Saturday","8:00","Multiple","No","No","No","100","Pedal cyclist","Male",62,"Inner Regional Australia","Sunshine Coast","Sunshine Coast (R)","Sub-arterial Road","No","No","40_to_64","Weekend","Day","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20183002,"Qld","Aug",2018,"Sunday","11:00","Multiple","No","No","No","100","Motorcycle rider","Male",56,"Outer Regional Australia","Wide Bay","Gympie (R)","Local Road","No","No","40_to_64","Weekend","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20193049,"Qld","Aug",2019,"Saturday","15:00","Single","No","No","No","70","Driver","Male",47,"Inner Regional Australia","Sunshine Coast","Sunshine Coast (R)","Collector Road","No","No","40_to_64","Weekend","Day","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20193065,"Qld","May",2019,"Tuesday","22:00","Single","No","No","No","100","Driver","Female",30,"Outer Regional Australia","Wide Bay","Gympie (R)","National or State Highway","No","No","26_to_39","Weekday","Night","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20193002,"Qld","Feb",2019,"Friday","19:00","Multiple","No","No","No","100","Motorcycle rider","Male",57,"Outer Regional Australia","Central Queensland","Gladstone (R)","Collector Road","No","No","40_to_64","Weekend","Night","Gladstone",-23.446826,151.917285,-20.917574,142.702789,5
"Queensland",20183057,"Qld","Feb",2018,"Wednesday","14:00","Multiple","No","No","No","60","Motorcycle rider","Male",54,"Major Cities of Australia","Brisbane - South","Brisbane (C)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193008,"Qld","Aug",2019,"Thursday","20:00","Single","No","No","No","80","Driver","Male",18,"Inner Regional Australia","Mackay - Isaac - Whitsunday","Mackay (R)","Sub-arterial Road","No","No","17_to_25","Weekday","Night","Mackay",-21.33763,149.059737,-20.917574,142.702789,5
"Queensland",20183158,"Qld","Jul",2018,"Tuesday","7:00","Single","No","No","No","100","Driver","Male",69,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Sub-arterial Road","No","No","65_to_74","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183170,"Qld","Feb",2018,"Thursday","20:00","Pedestrian","No","No","No","60","Pedestrian","Female",46,"Outer Regional Australia","Cairns","Cairns (R)","National or State Highway","No","No","40_to_64","Weekday","Night","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20183050,"Qld","Dec",2018,"Friday","10:00","Pedestrian","Yes","No","No","50","Pedestrian","Male",1,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Local Road","No","No","0_to_16","Weekday","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20183072,"Qld","Nov",2018,"Monday","1:00","Single","No","No","No","100","Driver","Male",26,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Collector Road","No","No","26_to_39","Weekend","Night","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20193094,"Qld","Jan",2019,"Thursday","2:00","Single","No","No","No","60","Motorcycle pillion passenger","Female",29,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Access road","No","No","26_to_39","Weekday","Night","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20183175,"Qld","Jan",2018,"Monday","15:00","Single","No","No","No","50","Motorcycle rider","Male",45,"Major Cities of Australia","Ipswich","Brisbane (C)","Pedestrian Thoroughfare","No","No","40_to_64","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20183071,"Qld","Dec",2018,"Friday","4:00","Pedestrian","No","No","No","50","Pedestrian","Male",20,"Outer Regional Australia","Cairns","Cairns (R)","Local Road","No","No","17_to_25","Weekday","Night","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20193069,"Qld","Jun",2019,"Sunday","8:00","Multiple","No","No","No","100","Driver","Female",62,"Inner Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","40_to_64","Weekend","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20183120,"Qld","Jul",2018,"Tuesday","15:00","Pedestrian","No","No","No","60","Pedestrian","Male",22,"Major Cities of Australia","Brisbane - North","Brisbane (C)","National or State Highway","No","No","17_to_25","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193095,"Qld","Mar",2019,"Tuesday","16:00","Multiple","No","No","No","60","Motorcycle rider","Male",16,"Outer Regional Australia","Townsville","Townsville (C)","Local Road","No","No","0_to_16","Weekday","Day","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20183049,"Qld","Dec",2018,"Monday","20:00","Single","No","No","No","80","Driver","Male",21,"Inner Regional Australia","Sunshine Coast","Sunshine Coast (R)","Local Road","Yes","No","17_to_25","Weekday","Night","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20193090,"Qld","May",2019,"Monday","17:00","Multiple","No","No","No","100","Driver","Female",63,"Inner Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","40_to_64","Weekday","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20183067,"Qld","Nov",2018,"Monday","7:00","Multiple","No","Yes","No","100","Passenger","Female",12,"Inner Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","0_to_16","Weekday","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193084,"Qld","Apr",2019,"Saturday","23:00","Pedestrian","No","No","No","100","Pedestrian","Male",23,"Inner Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","Yes","17_to_25","Weekend","Night","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193006,"Qld","Mar",2019,"Saturday","4:00","Multiple","No","No","No","70","Driver","Female",37,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Local Road","No","No","26_to_39","Weekend","Night","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20183037,"Qld","Oct",2018,"Sunday","1:00","Pedestrian","No","No","No","100","Pedestrian","Male",18,"Outer Regional Australia","Queensland - Outback","Mareeba (S)","Sub-arterial Road","No","No","17_to_25","Weekend","Night","Mareeba",-16.972341,145.383091,-20.917574,142.702789,5
"Queensland",20193035,"Qld","Apr",2019,"Friday","21:00","Multiple","No","No","No","100","Driver","Male",47,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","National or State Highway","No","No","40_to_64","Weekend","Night","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183185,"Qld","Jun",2018,"Thursday","17:00","Multiple","No","No","Yes","100","Passenger","Female",24,"Outer Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","17_to_25","Weekday","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193086,"Qld","Aug",2019,"Friday","18:00","Pedestrian","No","No","No","60","Pedestrian","Male",45,"Inner Regional Australia","Wide Bay","Bundaberg (R)","Local Road","No","No","40_to_64","Weekend","Night","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193054,"Qld","May",2019,"Thursday","9:00","Multiple","No","No","No","50","Driver","Male",90,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Local Road","No","No","75_or_older","Weekday","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20183142,"Qld","Jun",2018,"Tuesday","7:00","Pedestrian","No","No","No","60","Pedestrian","Female",33,"Major Cities of Australia","Brisbane - West","Brisbane (C)","Sub-arterial Road","No","No","26_to_39","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20183193,"Qld","Jan",2018,"Friday","6:00","Single","No","No","No","50","Passenger","Female",21,"Major Cities of Australia","Brisbane - South","Brisbane (C)","Local Road","No","No","17_to_25","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193044,"Qld","Apr",2019,"Thursday","5:00","Multiple","No","No","No","60","Passenger","Female",72,"Inner Regional Australia","Toowoomba","Toowoomba (R)","National or State Highway","No","Yes","65_to_74","Weekday","Night","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183028,"Qld","Sep",2018,"Thursday","7:00","Multiple","No","Yes","Yes","100","Driver","Male",62,"Outer Regional Australia","Cairns","Mareeba (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Mareeba",-16.972341,145.383091,-20.917574,142.702789,5
"Queensland",20193079,"Qld","Aug",2019,"Friday","12:00","Single","No","No","No","80","Driver","Male",43,"Outer Regional Australia","Cairns","Cairns (R)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20183172,"Qld","Jun",2018,"Thursday","4:00","Single","No","No","No","100","Driver","Male",19,"Outer Regional Australia","Central Queensland","Rockhampton (R)","National or State Highway","No","No","17_to_25","Weekday","Night","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20183066,"Qld","Jul",2018,"Sunday","19:00","Multiple","No","No","No","60","Passenger","Male",41,"Major Cities of Australia","Brisbane - South","Brisbane (C)","National or State Highway","No","No","40_to_64","Weekend","Night","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20183024,"Qld","Dec",2018,"Thursday","17:00","Multiple","No","No","Yes","100","Passenger","Male",7,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Local Road","Yes","No","0_to_16","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183084,"Qld","Oct",2018,"Tuesday","9:00","Multiple","No","No","No","100","Passenger","Female",44,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Local Road","No","No","40_to_64","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20193097,"Qld","May",2019,"Tuesday","15:00","Single","No","No","No","100","Driver","Male",20,"Inner Regional Australia","Wide Bay","Bundaberg (R)","Local Road","No","No","17_to_25","Weekday","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193014,"Qld","Feb",2019,"Saturday","6:00","Multiple","No","No","No","80","Driver","Male",81,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Sub-arterial Road","No","No","75_or_older","Weekend","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20193022,"Qld","Jun",2019,"Monday","14:00","Multiple","No","Yes","No","100","Driver","Male",62,"Outer Regional Australia","Townsville","Townsville (C)","National or State Highway","No","No","40_to_64","Weekday","Day","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20193038,"Qld","Sep",2019,"Tuesday","13:00","Multiple","No","No","Yes","100","Driver","Male",53,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","National or State Highway","No","No","40_to_64","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183164,"Qld","Apr",2018,"Friday","16:00","Single","No","No","No","80","Driver","Male",72,"Inner Regional Australia","Gold Coast","Gold Coast (C)","Sub-arterial Road","No","No","65_to_74","Weekday","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20183117,"Qld","Mar",2018,"Saturday","10:00","Multiple","No","No","No","100","Driver","Male",34,"Outer Regional Australia","Wide Bay","Gympie (R)","National or State Highway","No","No","26_to_39","Weekend","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20193106,"Qld","Aug",2019,"Sunday","17:00","Single","No","No","No","100","Driver","Male",35,"Remote Australia","Queensland - Outback","Hope Vale (S)","Local Road","No","No","26_to_39","Weekend","Day","Hope Vale",-16.01,145.26,-20.917574,142.702789,5
"Queensland",20193057,"Qld","Jul",2019,"Friday","7:00","Single","No","No","No","100","Driver","Male",26,"Very Remote Australia","Queensland - Outback","McKinlay (S)","National or State Highway","No","No","26_to_39","Weekday","Day","Mckinlay",-19.214466,141.243755,-20.917574,142.702789,5
"Queensland",20183124,"Qld","Jan",2018,"Tuesday","15:00","Multiple","No","No","No","100","Driver","Female",59,"Inner Regional Australia","Wide Bay","Gympie (R)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20193015,"Qld","Jul",2019,"Monday","15:00","Single","No","No","No","100","Driver","Male",19,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Local Road","No","No","17_to_25","Weekday","Day","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20193094,"Qld","Jan",2019,"Thursday","2:00","Single","No","No","No","60","Motorcycle rider","Male",33,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Access road","No","No","26_to_39","Weekday","Night","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20193013,"Qld","May",2019,"Friday","16:00","Single","No","No","No","100","Passenger","Female",20,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","National or State Highway","No","No","17_to_25","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183019,"Qld","Aug",2018,"Sunday","12:00","Single","No","No","No","90","Motorcycle rider","Male",66,"Inner Regional Australia","Wide Bay","Gympie (R)","Undetermined","No","No","65_to_74","Weekend","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20183165,"Qld","Dec",2018,"Sunday","4:00","Single","No","No","No","60","Driver","Male",22,"Outer Regional Australia","Mackay - Isaac - Whitsunday","Mackay (R)","Sub-arterial Road","No","No","17_to_25","Weekend","Night","Mackay",-21.33763,149.059737,-20.917574,142.702789,5
"Queensland",20193017,"Qld","May",2019,"Sunday","22:00","Single","No","No","No","110","Driver","Male",28,"Major Cities of Australia","Sunshine Coast","Sunshine Coast (R)","National or State Highway","No","No","26_to_39","Weekend","Night","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20193130,"Qld","Aug",2019,"Friday","14:00","Single","No","No","No","100","Driver","Female",47,"Inner Regional Australia","Wide Bay","Gympie (R)","Access road","No","No","40_to_64","Weekday","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20183083,"Qld","Jun",2018,"Saturday","19:00","Single","No","No","No","100","Passenger","Male",26,"Inner Regional Australia","Wide Bay","Gympie (R)","Local Road","No","No","26_to_39","Weekend","Night","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20193032,"Qld","Sep",2019,"Friday","0:00","Pedestrian","No","No","No","60","Pedestrian","Male",20,"Outer Regional Australia","Cairns","Cairns (R)","Sub-arterial Road","No","No","17_to_25","Weekday","Night","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20193134,"Qld","Aug",2019,"Sunday","18:00","Pedestrian","No","No","No","60","Pedestrian","Male",58,"Inner Regional Australia","Central Queensland","Gladstone (R)","Sub-arterial Road","No","No","40_to_64","Weekend","Night","Gladstone",-23.446826,151.917285,-20.917574,142.702789,5
"Queensland",20193093,"Qld","Aug",2019,"Wednesday","9:00","Multiple","No","Yes","No","100","Driver","Male",90,"Outer Regional Australia","Cairns","Cairns (R)","National or State Highway","No","No","75_or_older","Weekday","Day","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20183012,"Qld","Sep",2018,"Monday","10:00","Single","No","No","No","100","Passenger","Female",74,"Outer Regional Australia","Central Queensland","Rockhampton (R)","National or State Highway","No","No","65_to_74","Weekday","Day","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20183036,"Qld","Jan",2018,"Friday","12:00","Multiple","No","No","No","60","Passenger","Female",78,"Inner Regional Australia","Toowoomba","Toowoomba (R)","National or State Highway","No","No","75_or_older","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20193045,"Qld","Aug",2019,"Friday","9:00","Single","No","No","No","60","Driver","Male",18,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Sub-arterial Road","No","No","17_to_25","Weekday","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20193077,"Qld","Sep",2019,"Monday","18:00","Pedestrian","No","No","No","80","Pedestrian","Male",38,"Major Cities of Australia","Ipswich","Ipswich (C)","National or State Highway","No","No","26_to_39","Weekday","Night","Ipswich",-27.627522,152.753696,-20.917574,142.702789,5
"Queensland",20183044,"Qld","Feb",2018,"Sunday","12:00","Multiple","No","No","Yes","100","Driver","Male",44,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Sub-arterial Road","No","No","40_to_64","Weekend","Day","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20183061,"Qld","Mar",2018,"Tuesday","23:00","Single","No","No","No","60","Passenger","Female",17,"Inner Regional Australia","Sunshine Coast","Sunshine Coast (R)","Local Road","No","No","17_to_25","Weekday","Night","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20193001,"Qld","Sep",2019,"Tuesday","16:00","Multiple","No","No","No","100","Driver","Female",62,"Outer Regional Australia","Townsville","Hinchinbrook (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Hinchinbrook",-18.27,146.03,-20.917574,142.702789,5
"Queensland",20193001,"Qld","Sep",2019,"Tuesday","16:00","Multiple","No","No","No","100","Passenger","Female",74,"Outer Regional Australia","Townsville","Hinchinbrook (S)","National or State Highway","No","No","65_to_74","Weekday","Day","Hinchinbrook",-18.27,146.03,-20.917574,142.702789,5
"Queensland",20193007,"Qld","Sep",2019,"Saturday","11:00","Pedestrian","No","No","No","80","Pedestrian","Male",23,"Inner Regional Australia","Sunshine Coast","Sunshine Coast (R)","Collector Road","No","No","17_to_25","Weekend","Day","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20183195,"Qld","Feb",2018,"Wednesday","13:00","Single","No","No","No","80","Motorcycle rider","Male",46,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20183025,"Qld","Jul",2018,"Thursday","12:00","Single","No","No","No","100","Driver","Male",82,"Inner Regional Australia","Wide Bay","Gympie (R)","Sub-arterial Road","No","No","75_or_older","Weekday","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20183207,"Qld","Aug",2018,"Thursday","22:00","Multiple","No","No","No","60","Motorcycle rider","Male",34,"Major Cities of Australia","Sunshine Coast","Sunshine Coast (R)","Collector Road","No","No","26_to_39","Weekday","Night","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20183030,"Qld","Mar",2018,"Friday","21:00","Multiple","No","No","No","100","Driver","Male",27,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Sub-arterial Road","No","No","26_to_39","Weekend","Night","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20193107,"Qld","Jan",2019,"Monday","20:00","Single","No","No","No","100","Driver","Male",18,"Outer Regional Australia","Darling Downs - Maranoa","Goondiwindi (R)","National or State Highway","No","No","17_to_25","Weekday","Night","Goondiwindi",-28.228906,150.321016,-20.917574,142.702789,5
"Queensland",20183121,"Qld","Mar",2018,"Friday","7:00","Single","No","No","No","100","Driver","Male",43,"Remote Australia","Townsville","Charters Towers (R)","National or State Highway","No","Yes","40_to_64","Weekday","Day","Charters Towers",-20.428447,146.275575,-20.917574,142.702789,5
